GR FedavgPGD FedavgPSGD Fedprox Feddr Fedfw_cel Fedfw_tel
61 0.8751047829138674 0.945482803569638 0.7651920184498144 0.6204311641431867 0.7789952872756443 0.8447929409405395
62 0.8756161636418328 0.9457234533239747 0.7667843176576759 0.6847768976235837 0.7729730271733681 0.8471854005815702
63 0.8767391958287376 0.945988168053745 0.7685149904742806 0.6702175874862129 0.7860864333700992 0.8470189511681541
64 0.8774170259701194 0.946284969417427 0.7700752030482303 0.6796771282462648 0.7783194625488821 0.8490945552993082
65 0.8782272134763861 0.9465557003910557 0.7716875564022861 0.6611791837962498 0.7783796249874662 0.8490945552993081
66 0.8787987566429359 0.9468304421939235 0.7732377419031384 0.6917457134262509 0.7766329088539055 0.8507309736287979
67 0.8795648250275747 0.947087135265216 0.7746194725759551 0.6789190815201043 0.7897262609044419 0.8509455529930813
68 0.8800541461947257 0.9473297904341722 0.776027273638825 0.7265897924395869 0.7816203750125338 0.852353354055951
69 0.8807801062869748 0.9475323373107388 0.7774190313847388 0.6952150807179385 0.782524817005916 0.8525518901032788
70 0.8810247668705505 0.9477388950165448 0.778756642935927 0.7279955880878373 0.7817707811089943 0.8536548681439887
71 0.8818048731575251 0.9479294094053946 0.78003810287777 0.7162398475884889 0.7897001905143888 0.8539516695076708
72 0.8820856312042513 0.9481359671112003 0.7813516494535245 0.7339697182392458 0.7843818309435475 0.8550546475483806
73 0.8827414017848192 0.9483264815000501 0.7826451418830843 0.7335726461445904 0.7849132658177078 0.8552692269126643
74 0.8828256291988369 0.9485190013035194 0.7839205855810689 0.739440489321167 0.7849573849393363 0.8561776797352854
75 0.8836919683144492 0.9487275644239446 0.7851759751328587 0.756376215782613 0.7904722751428858 0.8564103078311442
76 0.8837120224606437 0.9488960192519805 0.7863772184899227 0.7334503158528025 0.786684046926702 0.8573327985561014
77 0.8843637822119723 0.9491045823724056 0.7874621477990575 0.7465296300010028 0.7889501654467062 0.8575774591396772
78 0.8845342424546276 0.9492971021758748 0.7885430662789531 0.7462027474180286 0.787578461846987 0.8582011430863332
79 0.8850977639626993 0.9494755840770079 0.7896340118319463 0.7755299308131957 0.7917597513285871 0.8585260202546875
80 0.8852662187907349 0.9496681038804773 0.7906327083124436 0.7298165045623183 0.7886192720344931 0.8589952872756441
81 0.8857214479093554 0.9498365587085129 0.7916835455730473 0.7728707510277751 0.7920826230823222 0.8593301915170961
82 0.8859460543467362 0.9500150406096461 0.7926661987365888 0.7658979243958689 0.7895658277348842 0.8596971823924596
83 0.8863912563922591 0.9501915170961597 0.7936929710217587 0.7786784317657676 0.7935726461445903 0.860106286974832
84 0.8866078411711621 0.9503258798756644 0.7946575754537251 0.7912824626491526 0.7904401885089742 0.8605274240449214
85 0.8870149403389149 0.9504662588990275 0.7956662990073198 0.7791196229820516 0.7942524817005917 0.8607841171162139
86 0.8872596009224907 0.9506527624586383 0.7965607139276046 0.776753233731074 0.7912062568936127 0.8611430863330994
87 0.8875443697984557 0.9508071793843378 0.7973969718239247 0.7876667000902438 0.7949222901834954 0.8613777198435777
88 0.8878291386744209 0.9509896721147097 0.7983475383535545 0.807939436478492 0.7919703198636319 0.861646445402587
89 0.8880878371603329 0.9511781810889401 0.7992399478592199 0.7974771884087034 0.7955199037400982 0.8618048731575252
90 0.8882984056953773 0.9513666900631705 0.8001423844379826 0.7908212172866741 0.7927865236137571 0.8618951168154017
91 0.8885972124736788 0.95152110698887 0.8009365286272937 0.8143507470169457 0.796057354858117 0.8624105083726061
92 0.888801764764865 0.9516895618169056 0.8017527323774191 0.7916113506467461 0.793482402486714 0.8625348440790134
93 0.889106587787025 0.9518680437180386 0.8024606437380928 0.8068926100471273 0.7964684648551087 0.8630542464654567
94 0.8892950967612554 0.9520485310337913 0.8032608041712624 0.8153935626190716 0.7942705304321669 0.8629319161736688
95 0.8895497844179283 0.9522149804472075 0.8039927805073699 0.8076707109194826 0.7969136669006317 0.8634312644139175
96 0.889718239245964 0.9524235435676326 0.8048350546475485 0.8198415722450617 0.7948741602326279 0.863280858317457
97 0.8899568835856814 0.9525759550787125 0.8055570039105586 0.825181991376717 0.7971302516795349 0.8638764664594405
98 0.8901895116815401 0.9527043016143588 0.8063170560513386 0.803365085731475 0.7953895517898324 0.8636498546074399
99 0.8904542264113106 0.952870751027775 0.8070851298505965 0.8231845984157224 0.7974210367993583 0.8642534844079013
100 0.8906226812393461 0.9530793141482 0.8078010628697484 0.8091747718840872 0.7960052140780107 0.8641812894816002
101 0.8909134663591699 0.9532257094154216 0.8084548280356962 0.8419412413516495 0.797767973528527 0.8647327785019552
102 0.8910999699187807 0.9533941642434574 0.8090945552993082 0.8189030382031485 0.7965386543667903 0.8645382532838664
103 0.8913646846485511 0.9535365486814399 0.8097463150506368 0.8273177579464555 0.7979985962097664 0.8649573849393362
104 0.8916153614759853 0.9536909656071393 0.8104201343627795 0.8296400280758046 0.7971122029479595 0.8647107189411412
105 0.8918118921086935 0.9538213175574051 0.8110498345532939 0.8244740800160434 0.7983435275243156 0.8651338614258499
106 0.8920084227414018 0.9539717236538656 0.8117156322069586 0.8385420635716434 0.7976055349443498 0.8649954878171062
107 0.892212975032588 0.9541020756041313 0.8123353053243758 0.833227714830041 0.798509976937732 0.8652381429860624
108 0.8924255489822521 0.9542023463351048 0.8129670109295096 0.8244780908452822 0.7980507369898726 0.8651238343527524
109 0.8926341121026772 0.9543507470169459 0.8135225107791036 0.8374330692870752 0.7987506266920685 0.8654767873257796
110 0.892866740198536 0.9544650556502556 0.8140940539456532 0.8418189110598616 0.7985200040108291 0.8653484407901333
111 0.8930773087335806 0.9545833751128046 0.814627494234433 0.8490484307630604 0.7989050436177679 0.8655048631304523
112 0.8932718339516695 0.9546876566730174 0.8151870049132658 0.8423623784217387 0.7988789732277148 0.8654086032287177
113 0.8934242454627495 0.9547919382332296 0.815790634713727 0.8416063371101975 0.7990514388849895 0.8656853504462048
114 0.8936548681439888 0.9549222901834955 0.8164303619773386 0.8428677429058457 0.7992900832247067 0.8656031284468064
115 0.8938333500451219 0.955056652963 0.8169256993883487 0.8402767472174872 0.7992078612253083 0.8658217186403288
116 0.894033891507069 0.9552170861325578 0.8174250476285971 0.8342183896520605 0.7996931715632207 0.8656873558608243
117 0.894266519602928 0.9553554597413015 0.8179965907951467 0.8285450716935726 0.7993021157124235 0.8658357565426652
118 0.8944209365286273 0.9554617467161336 0.8184618469868645 0.8425328386643939 0.8001544169256996 0.8657555399578862
119 0.8946475483806277 0.9556001203248771 0.8189752331294496 0.852000401082924 0.7992981048831845 0.8659179785420635
120 0.8947999598917076 0.9557184397874261 0.8194625488819813 0.8326461445903941 0.8005855810688859 0.865851799859621
121 0.8949684147197432 0.955866840469267 0.8198957184397875 0.8707129248972224 0.799270029078512 0.8659019352251078
122 0.8951308533039206 0.9560032086633911 0.8203248771683546 0.8451639426451418 0.8009545773588689 0.8657655670309834
123 0.8953053243758149 0.9561094956382231 0.8208643337009927 0.8626311039807482 0.7993402185901936 0.8657555399578862
124 0.8954958387646645 0.9562278151007721 0.8213336007219493 0.8435876867542363 0.8014198335505865 0.865707410007019
125 0.8956763260804171 0.9563320966609847 0.8217988569136668 0.8694795949062468 0.7991757745913969 0.8655951067883285
126 0.8958347538353555 0.9564443998796752 0.8222681239346235 0.8695558006617867 0.8019011330592601 0.8656051338614258
127 0.8959731274440992 0.9565306327083125 0.8227353855409607 0.8564022861726663 0.79897322771483 0.8655329389351248
128 0.8961415822721348 0.9566329088539056 0.8231986363180587 0.8618870951569237 0.8022219993983756 0.8655148902035495
129 0.896334102075604 0.9567412012433572 0.8236398275343427 0.8636739195828737 0.7988408703499448 0.86558909054447
130 0.8964804973428256 0.9568394665597111 0.8240208563120426 0.8620996691065876 0.8025107791035797 0.8655449714228418
131 0.8966670009024366 0.9569838564123134 0.8244640529429459 0.8630101273438283 0.798943146495538 0.8655469768374612
132 0.896847488218189 0.9570741000701893 0.8248450817206459 0.8615842775493834 0.8028496941742705 0.8655690363982753
133 0.8969798455830743 0.9572144790935525 0.8252301213275844 0.8739496640930511 0.7991236338112903 0.8654968414719745
134 0.8971462949964906 0.9573528527022963 0.8256552692269127 0.8728928105885891 0.8031444901233329 0.865528928105886
135 0.8973448310438183 0.9574531234332699 0.8260583575654266 0.876863531535145 0.7993702998094856 0.8655349443497442
136 0.8974892208964202 0.9575694374811994 0.826445402586985 0.8772626090444199 0.8034272535846787 0.8655429660082221
137 0.8976656973829339 0.9576837461145093 0.826802366389251 0.8583816304020855 0.7996771282462649 0.8655971122029481
138 0.8977880276747217 0.9577820114308635 0.8271713626792339 0.8732016444399878 0.8036759249974933 0.8655971122029479
139 0.8979645041612354 0.9578903038203149 0.8274741802867744 0.8714128145994184 0.8000060162438585 0.8656051338614258
140 0.8980828236237842 0.9579945853805276 0.8278451819913768 0.8792600020054147 0.8039266018249271 0.8655630201544169
141 0.8982593001102979 0.9580968615261206 0.8282121728667402 0.870642735385541 0.8003068284367792 0.8656211771783816
142 0.8983836358167052 0.9582111701594304 0.8285530933520505 0.8790654767873258 0.8040850295798656 0.8655870851298507
143 0.8985300310839266 0.9583415221096964 0.8289220896420335 0.8796129549784416 0.8005635215080718 0.8656231825930011
144 0.8986724155219091 0.9584578361576256 0.8292529830542466 0.8764323673919584 0.8042875764564323 0.8655549984959391
145 0.8987927403990776 0.9585681339616965 0.8296179685149905 0.8681379725258196 0.8008703499448512 0.8655630201544169
146 0.8989150706908653 0.9586704101072895 0.8299368294394867 0.8828256291988369 0.8044861125037602 0.8655489822520807
147 0.8990594605434674 0.9587686754236439 0.8302837661686553 0.8881740699889701 0.8011611350646746 0.8655389551789833
148 0.8991918179083525 0.9588549082522813 0.8305905946054347 0.8719943848390654 0.8046264915271234 0.8655128847889302
149 0.8993281861024768 0.9589652060563519 0.8308994284568335 0.8850075203048231 0.8013897523312945 0.8655128847889302
150 0.899452521808884 0.9590755038604231 0.8312403489421438 0.8855750526421338 0.8047648651358669 0.8655048631304523
151 0.8995868845883885 0.9591517096159631 0.8315291286473478 0.8865316354156223 0.8016945753534543 0.865486814398877
152 0.8997372906848492 0.9592439586884588 0.831874059961897 0.8872916875564023 0.8049634011831948 0.8654807981550185
153 0.8998576155620175 0.959342224004813 0.8322270129349242 0.8931856011230321 0.8020254687656673 0.8654587385942044
154 0.8999759350245663 0.9594084026872556 0.8325318359570841 0.8911962298205154 0.8051458939135667 0.8654687656673017
155 0.9000822219993981 0.9595066680036097 0.832810588589191 0.8803750125338414 0.8022460643738093 0.8654647548380627
156 0.9002065577058058 0.9595788629299106 0.8331515090745011 0.8785741502055551 0.8052862729369299 0.8655008523012133
157 0.900330893412213 0.9596470470269729 0.8334904241451921 0.8867201443898527 0.8024365787626591 0.8655068685450716
158 0.900449212874762 0.9597212473678933 0.8338373608743609 0.877665697382934 0.8054246465456731 0.8655028577158328
159 0.9005595106788327 0.9598155018550084 0.8341622380427152 0.8902837661686555 0.8027093151509075 0.8654988468865937
160 0.9007139276045322 0.9598997292690266 0.8344490123332999 0.8879033390153415 0.80558909054447 0.8654787927403991
161 0.9008282362378421 0.9599859620976636 0.8347357866238845 0.8838423744109095 0.8029579865637219 0.8654807981550187
162 0.9009826531635415 0.9600481299508674 0.8350426150606639 0.8961435876867544 0.8057033991777798 0.8655068685450719
163 0.9010508372606034 0.9601203248771684 0.8352852702296201 0.8853163541562218 0.8032026471472976 0.865498846886594
164 0.9012032487716836 0.9601945252180888 0.8355820715933019 0.889950867341823 0.8059059460543467 0.865490825228116
165 0.9012834653564624 0.9602607039005313 0.8358367592499748 0.8934944349744309 0.8034633510478292 0.8655108793743107
166 0.9014459039406397 0.9603389150706908 0.8360914469066479 0.9052341321568234 0.8060423142484708 0.8655449714228416
167 0.9015201042815603 0.9603790233630803 0.836346134563321 0.899911761756743 0.8036839466559711 0.8655489822520807
168 0.9016685049634013 0.9604452020455229 0.8366228817808082 0.8866900631705604 0.8061987365887896 0.8655750526421337
169 0.9017547377920385 0.9605113807279656 0.8368655369497644 0.893901534142184 0.8039185801664495 0.8656171663491428
170 0.9018590193522511 0.9605835756542666 0.8370821217286674 0.8874781911160132 0.806399278050737 0.8655991176175674
171 0.901961295497844 0.9606377218489923 0.8373247768976236 0.893919582873759 0.8041451920184498 0.8655529930813197
172 0.9020936528627292 0.9607279655068686 0.8376055349443497 0.8901433871452925 0.8065536949764363 0.865528928105886
173 0.9021818911059862 0.960814198335506 0.8378782713325981 0.8995287275644239 0.8043998796751228 0.8655229118620275
174 0.9023102376416325 0.9608603228717538 0.8381730672816605 0.8959570841271433 0.8066800360974632 0.8655209064474081
175 0.9024185300310841 0.9609425448711522 0.8384297603529532 0.8865938032688259 0.8046686052341323 0.8654968414719744
176 0.902540860322872 0.9610007018951168 0.8386824425950066 0.8940018048731575 0.8068464855108793 0.8654908252281158
177 0.9026591797854208 0.9610367993582674 0.8389030382031486 0.8924095056652963 0.8048871954276547 0.8654807981550185
178 0.9027754938333501 0.9610809184798959 0.83912563922591 0.9003328988268324 0.8070550486313047 0.8654567331795848
179 0.902863732076607 0.9611270430161436 0.839342224004813 0.8914910257695781 0.8051819913767172 0.8654587385942042
180 0.9029900731976335 0.9611751729670109 0.8395608141983354 0.9059179785420636 0.8072455630201546 0.8654928306427353
181 0.9030943547578462 0.9612132758447809 0.8398255289281058 0.8987145292289181 0.8054005815702396 0.8655068685450716
182 0.9032106688057757 0.96125538955179 0.8400461245362478 0.8989852602025469 0.8074200340920485 0.865524917276647
183 0.9033169557806076 0.9612854707710818 0.8402687255590093 0.8941782813596711 0.8056191717637621 0.8655449714228418
184 0.9034312644139175 0.961315551990374 0.8404913265817708 0.9010809184798957 0.8075343427253584 0.8655610147397974
185 0.9035074701694576 0.9613496440389051 0.8407179384337711 0.8860884387847188 0.8058758648350546 0.8655991176175675
186 0.9035856813396169 0.9613917577459141 0.8408783716033291 0.8986022260102275 0.8077429058457838 0.8656412313245763
187 0.9036939737290683 0.9614198335505865 0.8410989672114711 0.9008001604331696 0.8060984658578162 0.8656733179584879
188 0.9037942444600422 0.961459941842976 0.8413396169658076 0.9033751128045722 0.8078411711621379 0.8657033991777799
189 0.9038905043617769 0.961502055549985 0.8415762558909055 0.8993261806878572 0.8063110398074802 0.8657254587385941
190 0.9039707209465556 0.9615421638423743 0.8417687756943749 0.8991376717136268 0.8079655068685451 0.8657294695678331
191 0.9040669808482905 0.9615722450616664 0.8419673117417025 0.90490524415923 0.8065797653664895 0.8657655670309836
192 0.9042213977739898 0.9615922992078613 0.8421417828135969 0.9002185901935226 0.8081259400381029 0.8657816103479394
193 0.9043256793342023 0.9616223804271533 0.8423503459340218 0.9111420836257895 0.8067883284869147 0.8658116915672316
194 0.9044279554797955 0.9616524616464455 0.8425709415421639 0.9103439286072394 0.8082803569638022 0.8658157023964703
195 0.9045081720645743 0.9616785320364987 0.8427474180286774 0.9070349944851097 0.8070069186804372 0.865809686152612
196 0.9046325077709817 0.9617166349142685 0.8429720244660585 0.9102617066078411 0.8084468063772186 0.8658177078110899
197 0.9047127243557606 0.9617547377920385 0.8431946254888197 0.9057956482502758 0.8072235034593401 0.8658116915672316
198 0.9048390654767873 0.9618008623282863 0.8433771182191918 0.9004251478993283 0.8085791637421036 0.8658177078110899
199 0.9048992279153716 0.9618289381329589 0.8435415622179885 0.9011109996991878 0.8074320665797654 0.8658277348841873
200 0.9050295798656371 0.9618570139376317 0.8437200441191216 0.9047087135265217 0.8087275644239446 0.8658317457134261
201 0.9051378722550887 0.9619051438884991 0.8439165747518299 0.9063190614659582 0.8076205755539958 0.8658237240549482
202 0.9052561917176375 0.9619392359370298 0.8441050837260603 0.9140018048731573 0.8088639326180687 0.8658357565426652
203 0.9053283866439387 0.9619552792539856 0.8442775493833349 0.9131575253183595 0.8078271332598014 0.8658497944450014
204 0.9054467061064873 0.9619773388148 0.8444439987967514 0.9090444199338211 0.8090063170560514 0.8658558106888599
205 0.9055108793743105 0.9620054146194725 0.8446244861125038 0.9013336007219493 0.8080256693071293 0.8658798756642936
206 0.9056231825930011 0.9620274741802867 0.8447989571843978 0.9063451318560114 0.8091727664694675 0.8659019352251078
207 0.9057294695678332 0.9620495337411009 0.8449433470369998 0.9069768374611451 0.8082001403790233 0.8659300110297803
208 0.9058257294695679 0.9620715933019153 0.845117818108894 0.9120244660583576 0.8093251779805476 0.8659400381028778
209 0.9059260002005415 0.9621076907650655 0.8452882783515492 0.9063511480998697 0.8084147197433069 0.8659420435174973
210 0.9060202546876568 0.9621417828135966 0.8454928306427355 0.9123914569337211 0.8094394866138576 0.8659400381028778
211 0.9061205254186302 0.9621658477890305 0.8456693071292489 0.9125559009325179 0.808585179985962 0.8659480597613557
212 0.9062147799057456 0.9621999398375616 0.84585581068886 0.9162919883685952 0.8095918981249373 0.865966108492931
213 0.9063090343928607 0.9622360373007119 0.8460483304923294 0.9159089541762759 0.8087797052040508 0.8659941842976036
214 0.9063992780507372 0.9622681239346237 0.8461967311741703 0.9110217587486213 0.8097322771483005 0.8660042113707009
215 0.9064815000501353 0.9623022159831546 0.846361175172967 0.9118921086934723 0.8089842574952373 0.8660142384437981
216 0.9065516895618169 0.962342324275544 0.8464815000501353 0.9147237541361676 0.8098846886593801 0.8660362980046123
217 0.9066579765366489 0.9623663892509777 0.8466379223904543 0.9166770279755339 0.8091908152010427 0.8660342925899929
218 0.9067542364383836 0.962392459641031 0.8468143988769677 0.9107349844580368 0.8100330893412213 0.8660182492730373
219 0.9068364584377819 0.962418530031084 0.8470169457535345 0.9167512283164546 0.8093753133460343 0.8660022059560817
220 0.9069287075102779 0.9624385841772787 0.8472094655570039 0.9130753033189611 0.8101634412914871 0.865996189712223
221 0.9070109295096762 0.9624646545673319 0.8473739095558008 0.9136969818509977 0.8095497844179285 0.8659761355660283
222 0.9070670811190216 0.9624706708111901 0.8475002506768273 0.9116715130853305 0.8103078311440891 0.8659600922490724
223 0.9071312543868444 0.9624827032989071 0.8476667000902436 0.9157645643236739 0.8097463150506365 0.865954076005214
224 0.9072355359470571 0.9625167953474382 0.8477729870650756 0.9055509876667001 0.8104000802165847 0.8659600922490724
225 0.9073157525318359 0.9625428657374911 0.8479574852100672 0.9196510578562117 0.8098505966108492 0.8659580868344531
226 0.9073719041411813 0.9625689361275445 0.8481038804772888 0.9133279855610146 0.8105083726060363 0.8659801463952672
227 0.9074200340920484 0.962597011932217 0.8482683244760854 0.9204592399478593 0.8100130351950264 0.8660182492730373
228 0.9074701694575353 0.9626090444199338 0.8484468063772184 0.905236137571443 0.8106246866539657 0.8660603629800461
229 0.9075383535545972 0.9626290985661285 0.8486433370099269 0.9195327383936629 0.810159430462248 0.8660824225408603
230 0.9076105484808984 0.9626571743708011 0.8487937431063873 0.9142885791637422 0.8107750927504261 0.8661125037601526
231 0.9076987867241553 0.962673217687757 0.8489220896420335 0.9218429760352953 0.8103218690464253 0.8661285470771082
232 0.9077890303820315 0.9626892610047127 0.8490664794946354 0.9124837060062168 0.8109114609445504 0.8661526120525419
233 0.9078612253083327 0.9627053043216686 0.8492469668103879 0.9219191817908353 0.8104762859721248 0.8662047528326481
234 0.907943447307731 0.9627213476386244 0.849365286272937 0.9031304522209966 0.8110398074801966 0.8662288178080818
235 0.9080236638925099 0.9627393963701995 0.8495497844179283 0.9029559811491026 0.8106327083124436 0.8662428557104181
236 0.9080858317457136 0.9627594505163943 0.849718239245964 0.9168454828035696 0.8111320565526923 0.8662629098566128
237 0.9081640429158728 0.9627875263210667 0.8498886994886192 0.9128005615160933 0.8107650656773288 0.8662949964905243
238 0.908262308232227 0.9628055750526423 0.8500431164143187 0.9191236338112905 0.8112303218690465 0.8663330993682944
239 0.9083525518901032 0.9628336508573148 0.8501895116815403 0.9157284668605236 0.8109074501153113 0.8663852401484009
240 0.9084307630602628 0.9628356562719341 0.8503359069487617 0.9161977338814801 0.8113406196731173 0.8664213376115513
241 0.9084969417427053 0.9628516995888899 0.8504502155820717 0.9219352251077911 0.8110718941141082 0.8664393863431264
242 0.9085751529128647 0.9628697483204652 0.8506066379223904 0.9211410809184798 0.8114749824526222 0.8664594404893211
243 0.9086433370099268 0.9628777699789433 0.8507349844580366 0.9172686252882783 0.8112002406497544 0.8664815000501355
244 0.9087215481800863 0.9628918078812795 0.8509054447006917 0.9180226611851999 0.8116193723052241 0.8665216083425248
245 0.9088158026672015 0.9629098566128548 0.8510658778702498 0.914491126040309 0.8113747117216483 0.866547678732578
246 0.9089160733981752 0.9629098566128548 0.8512343326982853 0.9216664995487817 0.811733680938534 0.8665456733179585
247 0.9089822520806177 0.962919883685952 0.8513566629900733 0.9143828336508573 0.8115170961596311 0.8665376516594806
248 0.9090504361776798 0.9629359270029079 0.8515010528426753 0.9238985260202547 0.8118239245964103 0.8665376516594808
249 0.9091206256893614 0.9629539757344832 0.8516474481098968 0.9180968615261204 0.8116334102075605 0.8665797653664894
